AREA,SITE_ID,SITE_NAME,SURVEY_ID,EVENT_DATE,EVENT_DATE_YEAR,SAMPLE_CODE,SURVEY_RANKED_NGR,SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING,SURVEY_LENGTH,SURVEY_WIDTH,SURVEY_AREA,FISHED_WIDTH,FISHED_AREA,SURVEY_METHOD,SURVEY_STRATEGY,NO_OF_RUNS,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_NAME,LATIN_NAME,RUN1,RUN2,RUN3,RUN4,RUN5,RUN6,ALL_RUNS,SPCSNO,SPCSNO_SE,SPCSPV,SPCSPV_SE,OBSERVED_ABUNDANCE,ZERO_CATCH,SURVEY_STATUS,IS_THIRD_PARTY,IS_SPECIES_SELECTIVE,SURVEY_INSERT_DATE
Teign,9330,Drewston Woods (Sp),154617,19/06/2019,2019,,SX7433090090,274330,90090,73,2.89,210.97,2.89,210.97,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689275,118,Atlantic salmon,Salmo salar,18,,,,,,18,,,,,,No,Completed,No,No,19/06/2019
Teign,9330,Drewston Woods (Sp),154617,19/06/2019,2019,,SX7433090090,274330,90090,73,2.89,210.97,2.89,210.97,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689276,111,Brown / sea trout,Salmo trutta,47,,,,,,47,,,,,,No,Completed,No,No,19/06/2019
Teign,9330,Drewston Woods (Sp),154617,19/06/2019,2019,,SX7433090090,274330,90090,73,2.89,210.97,2.89,210.97,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689277,283,Bullhead,Cottus gobio,26,,,,,,26,,,,,,No,Completed,No,No,19/06/2019
Teign,9330,Drewston Woods (Sp),154617,19/06/2019,2019,,SX7433090090,274330,90090,73,2.89,210.97,2.89,210.97,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689278,286,Stone loach,Barbatula barbatula,1,,,,,,1,,,,,,No,Completed,No,No,19/06/2019
Teign,9330,Drewston Woods (Sp),154617,19/06/2019,2019,,SX7433090090,274330,90090,73,2.89,210.97,2.89,210.97,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689279,242,European eels > elvers,Anguilla anguilla,1,,,,,,1,,,,,,No,Completed,No,No,19/06/2019
Teign,9332,Reedy Bridge (Sp),154681,25/06/2019,2019,,SX8198089210,281980,89210,75,3.08,231,3.08,231,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689783,118,Atlantic salmon,Salmo salar,5,,,,,,5,,,,,,No,Completed,No,No,02/07/2019
Teign,9332,Reedy Bridge (Sp),154681,25/06/2019,2019,,SX8198089210,281980,89210,75,3.08,231,3.08,231,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689784,111,Brown / sea trout,Salmo trutta,18,,,,,,18,,,,,,No,Completed,No,No,02/07/2019
Teign,9332,Reedy Bridge (Sp),154681,25/06/2019,2019,,SX8198089210,281980,89210,75,3.08,231,3.08,231,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689785,283,Bullhead,Cottus gobio,2,,,,,,2,,,,,,No,Completed,No,No,02/07/2019
Teign,9332,Reedy Bridge (Sp),154681,25/06/2019,2019,,SX8198089210,281980,89210,75,3.08,231,3.08,231,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,689786,286,Stone loach,Barbatula barbatula,17,,,,,,17,,,,,,No,Completed,No,No,02/07/2019
Teign,9332,Reedy Bridge (Sp),163287,01/09/2023,2023,,SX8198089210,281980,89210,50,2.36,118,2.36,118,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,730431,111,Brown / sea trout,Salmo trutta,11,,,,,,11,,,,,,No,Completed,No,No,20/09/2023
